Departamento,Municipio,Centro_Poblado,Latitud,Longitud,Tipo,Pregunta
SUCRE,OVEJAS,DAMASCO,"9,601890","-75,180520",13572,"¿Cómo se califica DAMASCO; OVEJAS; SUCRE; 9,601890; -75,180520 ; 13572; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,QUINTAS DE SERREZUELA,"4,701750","-74,231750",10051,"¿Cómo se califica QUINTAS DE SERREZUELA; MOSQUERA; CUNDINAMARCA; 4,701750; -74,231750 ; 10051; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA CAMPIÑA,"3,948510","-76,274300",904,"¿Cómo se califica LA CAMPIÑA; GUADALAJARA DE BUGA; VALLE DEL CAUCA; 3,948510; -76,274300 ; 904; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,PEDREGAL,"9,576440","-75,198020",13513,"¿Cómo se califica PEDREGAL; OVEJAS; SUCRE; 9,576440; -75,198020 ; 13513; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,CRUCE PALAGUA,"6,125790","-74,554650",5489,"¿Cómo se califica CRUCE PALAGUA; PUERTO BOYACÁ; BOYACÁ; 6,125790; -74,554650 ; 5489; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,KILÓMETRO 25,"5,825610","-74,585380",5186,"¿Cómo se califica KILÓMETRO 25; PUERTO BOYACÁ; BOYACÁ; 5,825610; -74,585380 ; 5186; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LA APARTADA,PUERTO CÓRDOBA,"8,067490","-75,357030",7983,"¿Cómo se califica PUERTO CÓRDOBA; LA APARTADA; CÓRDOBA; 8,067490; -75,357030 ; 7983; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,PUERTO SERVIEZ,"6,232080","-74,525300",5583,"¿Cómo se califica PUERTO SERVIEZ; PUERTO BOYACÁ; BOYACÁ; 6,232080; -74,525300 ; 5583; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PAMPLONA,"8,367980","-75,564720",8288,"¿Cómo se califica PAMPLONA; PLANETA RICA; CÓRDOBA; 8,367980; -75,564720 ; 8288; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,PALMIRA,AMAIME,"3,619610","-76,304160",236,"¿Cómo se califica AMAIME; PALMIRA; VALLE DEL CAUCA; 3,619610; -76,304160 ; 236; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
TOLIMA,IBAGUÉ,LOS TÚNELES,"4,419270","-75,249350",5412,"¿Cómo se califica LOS TÚNELES; IBAGUÉ; TOLIMA; 4,419270; -75,249350 ; 5412; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,LAS PELONAS,"8,448890","-75,527730",8397,"¿Cómo se califica LAS PELONAS; PLANETA RICA; CÓRDOBA; 8,448890; -75,527730 ; 8397; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,MORRO COLORADO,"5,707780","-74,618250",5027,"¿Cómo se califica MORRO COLORADO; PUERTO SALGAR; CUNDINAMARCA; 5,707780; -74,618250 ; 5027; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,PARCELACIÓN COLINAS DE PAIMADÓ,"6,147140","-75,423470",977,"¿Cómo se califica PARCELACIÓN COLINAS DE PAIMADÓ; RIONEGRO; ANTIOQUIA; 6,147140; -75,423470 ; 977; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,MORRO COLORADO,"5,683780","-74,611630",4729,"¿Cómo se califica MORRO COLORADO; PUERTO SALGAR; CUNDINAMARCA; 5,683780; -74,611630 ; 4729; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,PENCAL,"4,676150","-74,332890",9462,"¿Cómo se califica PENCAL; MOSQUERA; CUNDINAMARCA; 4,676150; -74,332890 ; 9462; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,PONEDERA,"10,679730","-74,749040",13403,"¿Cómo se califica PONEDERA; PONEDERA; ATLÁNTICO; 10,679730; -74,749040 ; 13403; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PLANETA RICA,"8,456820","-75,598990",8406,"¿Cómo se califica PLANETA RICA; PLANETA RICA; CÓRDOBA; 8,456820; -75,598990 ; 8406; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,ITAGÜÍ,EL PORVENIR,"6,215250","-75,577370",184,"¿Cómo se califica EL PORVENIR; ITAGÜÍ; ANTIOQUIA; 6,215250; -75,577370 ; 184; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PALMAR DE VARELA,PALMAR DE VARELA,"10,746850","-74,767540",13495,"¿Cómo se califica PALMAR DE VARELA; PALMAR DE VARELA; ATLÁNTICO; 10,746850; -74,767540 ; 13495; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,REMEDIOS,OTÚ,"7,027340","-74,715590",8095,"¿Cómo se califica OTÚ; REMEDIOS; ANTIOQUIA; 7,027340; -74,715590 ; 8095; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,PARCELACIÓN VEGAS DE GUADALCANAL,"6,150660","-75,390060",1109,"¿Cómo se califica PARCELACIÓN VEGAS DE GUADALCANAL; RIONEGRO; ANTIOQUIA; 6,150660; -75,390060 ; 1109; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,EL VIAJANO,"8,637630","-75,486150",10905,"¿Cómo se califica EL VIAJANO; SAHAGÚN; CÓRDOBA; 8,637630; -75,486150 ; 10905; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO TRIUNFO,PUERTO TRIUNFO,"5,860870","-74,603290",4492,"¿Cómo se califica PUERTO TRIUNFO; PUERTO TRIUNFO; ANTIOQUIA; 5,860870; -74,603290 ; 4492; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,PUERTO GIRALDO,"10,549020","-74,802850",13265,"¿Cómo se califica PUERTO GIRALDO; PONEDERA; ATLÁNTICO; 10,549020; -74,802850 ; 13265; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,EL VARAL,"8,566550","-75,483780",8661,"¿Cómo se califica EL VARAL; PUEBLO NUEVO; CÓRDOBA; 8,566550; -75,483780 ; 8661; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,LOS PALMITOS,LOS PALMITOS,"9,423260","-75,245230",10976,"¿Cómo se califica LOS PALMITOS; LOS PALMITOS; SUCRE; 9,423260; -75,245230 ; 10976; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,EL VARAL,"8,566550","-75,483780",10747,"¿Cómo se califica EL VARAL; PUEBLO NUEVO; CÓRDOBA; 8,566550; -75,483780 ; 10747; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,CONDOMINIO SIERRAS DE MAYORI,"6,154960","-75,436170",899,"¿Cómo se califica CONDOMINIO SIERRAS DE MAYORI; RIONEGRO; ANTIOQUIA; 6,154960; -75,436170 ; 899; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,COLOMBOY,"8,761180","-75,491990",11326,"¿Cómo se califica COLOMBOY; SAHAGÚN; CÓRDOBA; 8,761180; -75,491990 ; 11326; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,GUAIMARO,"8,862160","-75,464320",9464,"¿Cómo se califica GUAIMARO; SAHAGÚN; CÓRDOBA; 8,862160; -75,464320 ; 9464; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,BARRO BLANCO,"6,151370","-75,415250",999,"¿Cómo se califica BARRO BLANCO; RIONEGRO; ANTIOQUIA; 6,151370; -75,415250 ; 999; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,PUERTO BERRÍO,"6,488960","-74,463910",6097,"¿Cómo se califica PUERTO BERRÍO; PUERTO BERRÍO; ANTIOQUIA; 6,488960; -74,463910 ; 6097; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PUERTO COLOMBIA,PUERTO COLOMBIA,"10,963350","-74,900580",16640,"¿Cómo se califica PUERTO COLOMBIA; PUERTO COLOMBIA; ATLÁNTICO; 10,963350; -74,900580 ; 16640; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,TIERRALTA,"9,105830","-75,821670",9307,"¿Cómo se califica TIERRALTA; LORICA; CÓRDOBA; 9,105830; -75,821670 ; 9307; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,PUEBLO NUEVO,"8,527580","-75,504970",10650,"¿Cómo se califica PUEBLO NUEVO; PUEBLO NUEVO; CÓRDOBA; 8,527580; -75,504970 ; 10650; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SABANETA,SABANETA,"6,161730","-75,608530",190,"¿Cómo se califica SABANETA; SABANETA; ANTIOQUIA; 6,161730; -75,608530 ; 190; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,EL VIAJANO,"8,637630","-75,486150",8819,"¿Cómo se califica EL VIAJANO; SAHAGÚN; CÓRDOBA; 8,637630; -75,486150 ; 8819; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,SAN PEDRO,GUAYABAL,"4,005940","-76,225120",999,"¿Cómo se califica GUAYABAL; SAN PEDRO; VALLE DEL CAUCA; 4,005940; -76,225120 ; 999; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,KILÓMETRO 32,"8,706000","-75,496990",11185,"¿Cómo se califica KILÓMETRO 32; SAHAGÚN; CÓRDOBA; 8,706000; -75,496990 ; 11185; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,KILÓMETRO 25,"5,768830","-74,620420",4658,"¿Cómo se califica KILÓMETRO 25; PUERTO BOYACÁ; BOYACÁ; 5,768830; -74,620420 ; 4658; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,MALENA,"6,500040","-74,510400",6168,"¿Cómo se califica MALENA; PUERTO BERRÍO; ANTIOQUIA; 6,500040; -74,510400 ; 6168; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,EL ROSAL,EL ROSAL,"4,839720","-74,258170",8568,"¿Cómo se califica EL ROSAL; EL ROSAL; CUNDINAMARCA; 4,839720; -74,258170 ; 8568; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,EL TRIQUE,"5,907390","-74,564220",5278,"¿Cómo se califica EL TRIQUE; PUERTO BOYACÁ; BOYACÁ; 5,907390; -74,564220 ; 5278; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,KILÓMETRO 34,"8,689110","-75,496000",11108,"¿Cómo se califica KILÓMETRO 34; SAHAGÚN; CÓRDOBA; 8,689110; -75,496000 ; 11108; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,LA BALSA,"8,808080","-75,506940",11431,"¿Cómo se califica LA BALSA; SAHAGÚN; CÓRDOBA; 8,808080; -75,506940 ; 11431; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,EL ROBLE,"8,891040","-75,458950",11569,"¿Cómo se califica EL ROBLE; SAHAGÚN; CÓRDOBA; 8,891040; -75,458950 ; 11569; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,BRUSELAS,"8,727170","-75,496290",9157,"¿Cómo se califica BRUSELAS; SAHAGÚN; CÓRDOBA; 8,727170; -75,496290 ; 9157; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,LA MAGDALENA,"8,615770","-75,482850",8743,"¿Cómo se califica LA MAGDALENA; PUEBLO NUEVO; CÓRDOBA; 8,615770; -75,482850 ; 8743; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,KILÓMETRO DOS Y MEDIO,"5,962310","-74,563950",5339,"¿Cómo se califica KILÓMETRO DOS Y MEDIO; PUERTO BOYACÁ; BOYACÁ; 5,962310; -74,563950 ; 5339; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FUNZA,EL COCLI,"4,739910","-74,247290",575,"¿Cómo se califica EL COCLI; FUNZA; CUNDINAMARCA; 4,739910; -74,247290 ; 575; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO NARE,LAS ANGELITAS,"6,078840","-74,552050",5477,"¿Cómo se califica LAS ANGELITAS; PUERTO NARE; ANTIOQUIA; 6,078840; -74,552050 ; 5477; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SABANETA,SABANETA,"6,161730","-75,608530",190,"¿Cómo se califica SABANETA; SABANETA; ANTIOQUIA; 6,161730; -75,608530 ; 190; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,SAN ANDRESITO,"8,660920","-75,495000",11023,"¿Cómo se califica SAN ANDRESITO; SAHAGÚN; CÓRDOBA; 8,660920; -75,495000 ; 11023; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,SAN PEDRO,PRESIDENTE,"3,971870","-76,253260",944,"¿Cómo se califica PRESIDENTE; SAN PEDRO; VALLE DEL CAUCA; 3,971870; -76,253260 ; 944; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,LA YE,"8,823040","-75,496160",9393,"¿Cómo se califica LA YE; SAHAGÚN; CÓRDOBA; 8,823040; -75,496160 ; 9393; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FACATATIVÁ,LOS ANDES,"4,858130","-74,409820",979,"¿Cómo se califica LOS ANDES; FACATATIVÁ; CUNDINAMARCA; 4,858130; -74,409820 ; 979; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,PUERTO SALGAR,"5,505740","-74,627690",4847,"¿Cómo se califica PUERTO SALGAR; PUERTO SALGAR; CUNDINAMARCA; 5,505740; -74,627690 ; 4847; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,LOS PALMITOS,EL COLEY,"9,360150","-75,280650",10785,"¿Cómo se califica EL COLEY; LOS PALMITOS; SUCRE; 9,360150; -75,280650 ; 10785; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,PALO DE AGUA,"9,158810","-75,832060",9356,"¿Cómo se califica PALO DE AGUA; LORICA; CÓRDOBA; 9,158810; -75,832060 ; 9356; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,LAS AGUADITAS,"8,781090","-75,498020",11364,"¿Cómo se califica LAS AGUADITAS; SAHAGÚN; CÓRDOBA; 8,781090; -75,498020 ; 11364; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,GUAIMARO,"8,862160","-75,464320",11550,"¿Cómo se califica GUAIMARO; SAHAGÚN; CÓRDOBA; 8,862160; -75,464320 ; 11550; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAN PELAYO,CARRILLO,"9,003580","-75,830710",9218,"¿Cómo se califica CARRILLO; SAN PELAYO; CÓRDOBA; 9,003580; -75,830710 ; 9218; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOLÍVAR,SAN JACINTO,SAN JACINTO,"9,894180","-75,108560",12232,"¿Cómo se califica SAN JACINTO; SAN JACINTO; BOLÍVAR; 9,894180; -75,108560 ; 12232; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
